No.,FI/ファセット,ドット,説明,補足説明,関連分野,テーマコード
81,G06F3/0346,4,三次元空間における，デバイスの向きまたは自由運動を検出するもの，例．３Ｄマウス，ジャイロや加速度センサや傾きセンサを使用する６自由度ポインタ［２０１３．０１］,"【ＩＰＣタイトル】 with detection of the device orientation or free movement in a 3D space, e.g. 3D mice, 6-DOF [six degrees of freedom] pointers using gyroscopes, accelerometers or tilt-sensors [2013.01] 検出対象には、人体を含む（例えば、指、腕、頭など）。",-,5B087
82,"G06F3/0346,421",5,空間または支持部材に固定されたセンサにより検出するもの,外側に固定されたセンサで、対象の動きを検出するもの。 例：空中の指先の動きを超音波により検出するもの。,-,5B087
83,"G06F3/0346,422",6,空間または支持部材に固定されたカメラにより検出するもの,外側に固定されたカメラで対象を撮像することにより、対象の動きを検出するもの。 赤外線カメラも含む。,-,5B087
84,"G06F3/0346,423",7,空間または支持部材に固定されたカメラにより目を撮影して視線を検出するもの,カメラで目を撮像することにより、視線を検出するもの。 例：Eye tracker,-,5B087
85,"G06F3/0346,424",5,操作部材に内蔵されたセンサ，例．磁気センサ，により検出するもの,操作部材側にセンサを有し、操作部材の動きを検出するもの。,-,5B087
86,"G06F3/0346,425",6,操作部材に内蔵されたジャイロセンサまたは加速度センサにより検出するもの,ジャイロセンサまたは加速度センサにより、操作部材の動きを検出するもの。,-,5B087
87,"G06F3/0346,426",6,操作部材に内蔵されたカメラにより検出するもの,操作部材に内蔵されたカメラの映像により、操作部材の動きを検出するもの。 例：外部のマーカーの位置を撮像することにより、操作部材の動きを検出する。,-,5B087
88,G06F3/0354,4,デバイスまたはその操作部位と，平面または表面との間の，二次元相対運動を検出するもの，例．二次元マウス，トラックボール，ペンまたはパック［２０１３．０１］,"【ＩＰＣタイトル】 with detection of 2D relative movements between the device, or an operating part thereof, and a plane or surface, e.g. 2D mice, trackballs, pens or pucks [2013.01] 平面や球体・波面などの表面上での二次元相対運動を検出するもの。",-,5B087
89,"G06F3/0354,431",5,トラックボール,"ボールを有しない疑似トラックボールはG06F3/0354,450を付与。",-,5B087
90,"G06F3/0354,432",5,スライドパック，すなわち操作部材が支持部材上の所定の範囲で平面的に変位するポインティングデバイス（所定の範囲で位置決めされるマウスＧ０６Ｆ３／０３５４　４４０）,"決められた範囲でスライドする操作部材（例えば、円盤、ノブなど）。 バネなどで中立状態を有するものもスライドする円盤であれば、G06F3/0338以下ではなくこちらを付与。 マウスであればG06F3/0354,440を付与。 ダイヤルはG06F3/0362,461、一次元スライダはG06F3/0362,463を付与。",-,5B087
91,"G06F3/0354,440",5,所定の平面上でユーザにより自在に変位または位置決めされるポインティングデバイスであって，操作部材の位置または変位を検出するもの，例．マウス，ペン型ポインティングデバイス（付属具Ｇ０６Ｆ３／０３９）,代表的にはマウス、ペン型ポインティングデバイスであって、相対変位を検出するもの。 絶対座標検出を行うものはG06F3/041以下を付与 （例えば、位置コード化パターンや電磁誘導により絶対座標を検出するものはG06F3/041以下を付与）。,-,5B087
92,"G06F3/0354,441",6,マウス：基本要素〔筐体における持ちやすさ，動かしやすさ，または意匠性に関するもの，マウスボタン，ボール回転検出機構〕（ペン型Ｇ０６Ｆ３／０３５４　４４５）,"検出機構によらず、マウスに関する握りやすさや基本的な形状、見た目、左右のボタンに特徴を有するもの。 例：エルゴノミックマウス ボール回転の検出機構自体に特徴を有するもの。 特殊な検出機構でボールを有さないものについてはG06F3/0354,444を付与。",-,5B087
93,"G06F3/0354,442",6,マウス：多次元入力のための付加的要素，例．ホイール，デジタイザまたは２個のボールによるマウス回転検出機構,"マウスに関するXY座標と左右クリック以外の次元の入力要素。 例：スクロールホイール、中央ボタン、Z軸方向の入力、トラックボールを有するマウス スクロールホイールの回転機構に特徴のあるものは、G06F3/0362,461を併せて付与する。",-,5B087
94,"G06F3/0354,443",6,マウス：その他の付加的要素，例．電卓，発電機，カードリーダ，ケーブル収納手段または振動フィードバック手段,ポインティング以外の入力や付加機構を有するもの。 マウスに設けられたキーボード、テンキーを含む。,-,5B087
95,"G06F3/0354,444",6,マウス：ボールの回転以外，例．光または加速度，により検出するもの（ペン型Ｇ０６Ｆ３／０３５４　４４５）,検出機構にボールを使用しないもの。 例：光学式マウスの光路長に関するもの。レーザーマウス。,-,5B087
96,"G06F3/0354,445",6,ペン型ポインティングデバイス，すなわち手書き入力を単独で検出するペン型のポインティングデバイス（デジタイザＧ０６Ｆ３／０４１～Ｇ０６Ｆ３／０４７；シート上の光学パターンに基づくものＧ０６Ｆ３／０４２　４２１）,ペン型ポインティングデバイスであって、相対変位を検出するもの。 ペン型マウスも含む。 文字入力を行うものに限らない。 位置コード化パターンを利用するものはG06F3/041以下を付与。,"デジタイザ：G06F3/041～G06F3/047 シート上の光学パターンに基づくもの：G06F3/042,421",5B087
97,"G06F3/0354,450",5,パッド型ポインティングデバイス，すなわち指先の可動域と同程度以下の大きさを有する入力領域に接触または近接している指の変位を検出するポインティングデバイス，例．タッチパッド，光学式擬似トラックボール（ジョイスティックＧ０６Ｆ３／０３３　４１１）〔デジタイザの検出方式または細部Ｇ０６Ｆ３／０４１～Ｇ０６Ｆ３／０４７を併せて付与〕,"代表的にはノートPCのキーボード手前にある入力要素。 パッド状でなくても、パッド状で行うような動作を検出するものはG06F3/0354,450-453を付与。 相対移動を検出するもの。 ただし、相対移動を検出するが、モード切替により絶対座標を検出する場合があるものも含む。",-,5B087
98,"G06F3/0354,451",6,光学的手段により検出するもの,"指紋を検出するものはG06F3/0354,452を付与。",-,5B087
99,"G06F3/0354,452",6,指紋センサにより指の２次元変位を検出するもの,-,-,5B087
100,"G06F3/0354,453",6,タッチパッド〔変換手段によって特徴付けられているものはＧ０６Ｆ３／０４１～Ｇ０６Ｆ３／０４７を併せて付与〕,-,変換手段によって特徴付けられているものはG06F3/041以降の適切なFIを付与。,5B087
101,G06F3/0362,4,デバイスの操作部位の一次元の移動または回転を検出するもの，例．スクロールホイール，スライダ，ノブ，ローラーまたはベルト［２０１３．０１］,"【ＩＰＣタイトル】 with detection of 1D translations or rotations of an operating part of the device, e.g. scroll wheels, sliders, knobs, rollers or belts [2013.01] 特徴のないマウスのスクロールホイールは除く。",-,5B087
